DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
643,SN2007su,SN 2007su,,,OSC: SDM,0.02666,7971.34,334.787,13.17786,34.65424582,0.351851069,,75.547,-35.326,8330.665099,,SN2007su,0.02786,8400,8352.428,69.3,47.6,21.8,,SDSS J221908.85+131040.5,334.7833333,-25.21666667,+13.1777777777778,7.40,0.027862,8353.0,,,,,321050,334.787079,13.178056,0.17,0.09,18.5,8353,0,0,0,0,0,0,0,8353,-25.212921,0.7579913938,0.0,22.3,22.4,,,SIMBAD,,
644,SN2016gye,SN 2016gye,,,OSC: SDM,0.02094,6261.06,267.05158,17.62544,33.67108218,1.85320007,,42.289,21.662,6329.861592,,SN2016gye,0.021171,6279.7,6347.0658,50.2,67.4,17.2,,ARK 530,267.051108,267.051108,17.625241,1.58,0.021171,6347.1,,,,,270723,267.050842,17.625,0.5,0.45,14.7,6347,0,0,0,0,0,0,0,6347,267.050842,2.98672076,0.1,17.1,17.2,,NED,SIMBAD,,
645,ASASSN-14kd,ASASSN-14kd,,,OSC: SDM,0.02297,6868.03,343.35396,4.79925,34.52131064,0.333732045,,76.688,-47.197,7237.548659,,ASASSN-14kd,0.026,7700,7794.8,462.5,94.8,557.3,,2MASX J22532475+0447583,343.353125,-16.646875,+4.79952777777778,1.60,0.028993,8692.1,,,,,323629,343.353333,4.799444,0.5,0.35,16,7256,0,0,0,0,0,0,0,7256,-16.646667,2.355217469,1436.1,18.5,1454.6,,,SIMBAD,,
646,SN2017ijx,SN 2017ijx,,,OSC: SDM,0.02838,8485.62,162.97092,51.00803,34.9962437,0.304948542,,158.223,57.131,8289.868445,,SN2017ijx,0.027729,8197.7,8313.1542,92.2,115.5,23.3,,NGC 3410,162.973806,162.973806,51.006505,8.47,0.02761,8277.5,,,,,200637,162.972916,51.00639,1.1,1,14.8,8292,0,0,0,0,0,0,0,8292,162.972916,7.436380043,14.5,2.1,12.4,,NED,SIMBAD,,
647,SN2019axg,SN 2019axg,,,OSC: SDM,0.02982,8916.18,159.15076,-7.10872,34.88990902,0.339122884,,254.392,42.706,8549.542216,,SN2019axg,0.027399,8101.5,8214.2202,448.0,112.7,335.3,,MCG -01-27-27,159.147292,159.147292,-7.112833,19.09,0.0274,8214.5,,,,,501715,159.147507,-7.112778,1,0.2,15.1,8214,0,0,0,0,0,0,0,8214,159.147507,18.66704,0.5,335.5,335.0,,NED,SIMBAD,,
648,SN2016hhv,SN 2016hhv,,,OSC: SDM,0.06074,18161.26,353.952,20.70878,36.46064653,0.246514974,,100.051,-38.779,18519.81547,,SN2016hhv,0.062,18000,18587.6,519.8,587.6,67.8,,WISEA J233547.85+204226.7,353.949524,-6.050476,20.707242,9.99,0.06194,18569.6,,,,,337142,353.949158,20.707224,0,0,0,18569,0,0,0,0,0,0,0,18569,-6.050842,11.08904135,0.6,49.2,49.8,,NED,SIMBAD,,
649,SN2019ftd,SN 2019ftd,,,OSC: SDM,0.04906,14668.94,194.42146,-24.47651,35.50857242,0.361812723,,304.745,38.373,14350.0756,,SN2019ftd,0.047993,14043,14388.3014,307.1,345.3,38.2,,ESO 507-G57,194.424958,194.424958,-24.479639,16.32,0.04799,14387.4,,,,,29044,194.424988,-24.479723,1,0.7,15.7,14355,0,0,0,0,0,0,0,14355,194.424988,16.35258547,32.4,4.9,37.3,,NED,SIMBAD,,
650,SN2006cz,SN 2006cz,,,OSC: SDM,0.04253,12716.47,222.15275,-4.74186,35.16676983,0.313912166,,348.992,47.378,12497.76043,,SN2006cz,0.041799,12531,12531.3402,33.2,0.3,33.6,,MCG -01-38-02,222.1541667,222.1541667,-4.73638888888889,9.94,0.0418,12531.6,,,,,540137,222.151672,-4.735834,1.8,1.6,15,12583,0,0,0,0,0,0,0,12583,222.151672,22.03565518,51.4,85.2,33.9,,,SIMBAD,,
651,PTF10xyt,PTF10xyt,,,OSC: SDM,0.04837,14462.63,349.76008,13.79058,35.73056772,0.423450721,,91.338,-43.341,14830.84789,,PTF10xyt,0.0522,15200,15649.56,369.2,449.6,818.7,,WISEA J231902.41+134726.0,349.76007,-10.23993,13.790628,0.60,0.049,14690.2,,,,,337143,349.76004,13.790556,0.2,0.14,18,14690,0,0,0,0,0,0,0,14690,-10.23996,0.1643858257,0.2,140.8,140.6,,NED,SIMBAD,,
652,ASASSN-15go,ASASSN-15go,,,OSC: SDM,0.01926,5758.74,92.87708,-16.48431,34.20332814,0.25913241,,223.532,-16.101,5655.356239,,ASASSN-15go,0.018923,5619.3,5673.1154,36.1,53.8,17.8,,WISEA J061130.50-162908.3,92.877083,92.877083,-16.485722,4.80,0.01892,5672.2,,,,,460363,92.87709,-16.485834,0.8,0.3,15.8,5673,0,0,0,0,0,0,0,5673,92.87709,5.486508599,0.8,17.6,16.9,,NED,SIMBAD,,
653,SN2005dv,SN 2005dv,,,OSC: SDM,0.01064,3181.36,205.26854,67.67231,33.06539327,0.466266304,,115.817,48.765,3111.731335,,SN2005dv,0.010404,2700,3119.1192,411.7,419.1,7.4,,NGC 5283,205.2708333,205.2708333,+67.6738888888889,1.23,0.010145,3041.5,,,,,8672,205.273331,67.671944,1.1,1,14.3,3134,0,2.8,2700,0,0,0,-1,3134,205.273331,6.683631993,92.5,22.3,70.3,,,SIMBAD,,
654,SN2019bsa,SN 2019bsa,,,OSC: SDM,0.03439,10282.61,167.71565,28.70305,35.09228314,0.286118111,,202.982,67.767,9981.27836,,SN2019bsa,0.033997,10019,10192.3006,37.7,173.3,211.0,,MCG +05-27-004 NED02 (2MASX J11105196+2842087,167.716525,167.716525,28.702558,3.31,0.03387,10154.2,,,,,210125,167.717087,28.702778,0.5,0.4,0,10192,0,0,0,0,0,0,0,10192,167.717087,4.641979801,37.8,210.7,172.9,,NED,SIMBAD,,
655,SN2004ap,SN 2004ap,,,OSC: SDM,0.02507,7495.93,151.43254,10.27142,34.01750139,0.280726868,,228.2,47.555,7156.690837,,SN2004ap,0.0251,7177,7524.98,20.3,348.0,368.3,,PGC 29306,151.4333333,151.4333333,+10.2766666666667,6.91,0.02403,7204.2,,,,,200048,151.436249,10.275,1.1,0.66,15.5,7160,0,0,0,0,0,0,0,7160,151.436249,18.40425385,44.2,3.3,47.5,,,SIMBAD,,
656,SN2007cg,SN 2007cg,,,OSC: SDM,0.03419,10222.81,201.38992,-24.65225,34.88814317,0.611342463,,312.725,37.57,9924.515002,,SN2007cg,0.033196,9967,9952.1608,42.5,14.8,27.6,,ESO 508-G75,201.3916667,201.3916667,-24.6522222222222,2.77,0.033196,9952.2,,,,,29613,201.385834,-24.653055,1.1,0.3,16,9952,0,0,0,0,0,0,0,9952,201.385834,13.67936409,0.2,27.5,27.6,,,SIMBAD,,
657,AT2020euz,SN 2020euz,,,OSC: SDM,0.02348,7020.52,135.9491,29.1593,34.86790046,0.414722043,,196.467,40.277,6769.967413,,AT2020euz,0.0226,6699,6775.48,71.0,76.5,5.5,,WISEA J090347.85+290936.4,135.949458,135.949458,29.160083,3.64,0.02265,6790.5,,,,,194224,135.949585,29.16,0.6,0.14,17,6789,0.66,2.3,6790,177,24,4.8,75,6790,135.949585,2.945365084,0.5,20.0,20.5,,NED,SIMBAD,,
658,SN2019bdz,SN 2019bdz,,,OSC: SDM,0.03538,10578.62,222.15372,6.81441,35.14182524,0.253562544,,2.163,55.568,10369.78292,,SN2019bdz,0.034683,10217,10397.9634,152.8,181.0,28.2,,CGCG 048-018,222.157755,222.157755,6.814598,14.45,0.034632,10382.7,,,,,241673,222.157913,6.814445,0.57,0.52,15.3,10371,0.62,2.1,10400,74,25,7.4,75,10400,222.157913,14.98869483,17.3,30.2,12.9,,NED,SIMBAD,,
659,SN2002ar,SN 2002ar,,,OSC: SDM,0.03057,9140.43,174.433,22.00956,35.26227309,0.273310258,,225.911,72.498,8818.06433,,SN2002ar,0.03009,9074,9020.982,255.9,53.0,202.9,,NGC 3746,174.4333333,174.4333333,+22.0094444444444,0.74,0.030072,9015.6,,,,,6597,174.432098,22.009445,1.2,0.6,15.3,9022,0.79,0,9022,554,0,0,-1,9022,174.432098,3.038882206,6.4,203.9,197.5,,,SIMBAD,,
660,SN2009hp,SN 2009hp,,,OSC: SDM,0.02317,6927.83,44.59983,6.59308,34.105007,0.313147795,,169.927,-44.389,7134.446842,,SN2009hp,0.0211,6340,6325.78,794.4,14.2,808.7,,MCG +01-08-30,44.60416667,44.60416667,+6.59166666666667,7.19,0.021125,6333.3,,,,,120757,44.602085,6.591667,0.65,0.5,15.4,6333,1.13,1.3,6297,204,43,5.3,64,6297,44.602085,9.534613764,36.3,837.4,801.2,,,SIMBAD,,
661,PS15jz,PS15jz,,,OSC: SDM,0.03593,10743.07,160.68017,77.49089,35.15410313,0.344206195,,131.289,37.468,10707.99283,,PS15jz,0.036,11000,10792.8,292.0,207.2,84.8,,UGC 5814,160.659083,160.659083,77.494861,130.66,0.03582,10738.8,,,,,5814,160.659164,77.494438,1.6,0.9,15,10778,15.8,0,1881,311,8,0,-1,1881,160.659164,20.7689508,8857.8,8827.0,30.8,,NED,SIMBAD,,
662,SN2019vju,SN 2019vju,,,OSC: SDM,0.01408,4209.92,166.00079,-18.77661,33.51644049,0.407257734,,270.439,37.226,3846.96571,,SN2019vju,0.012872,3834.1,3859.0256,12.9,24.9,12.1,,NGC 3514,165.999583,165.999583,-18.780583,15.30,0.01287,3858.4,,,,,27675,166.000412,-18.781111,1.3,1.1,0,3818,0,0,0,0,0,0,0,3818,166.000412,16.25473868,40.4,29.0,11.5,,NED,SIMBAD,,
663,SN2013cx,SN 2013cx,,,OSC: SDM,0.03293,9846.07,256.06687,41.51044,35.15349472,0.323594054,,66.043,37.058,9866.602513,,SN2013cx,0.036,10050,10792.8,183.4,742.8,926.2,,WISEA J170415.96+413036.7,256.066521,256.066521,41.51022741.510227,1.21,0.033,9893.4,,,,,272736,256.066681,41.510277,0.2,0.14,18,9893,0,0,0,0,0,0,0,9893,256.066681,0.7771310035,0.4,26.4,26.8,,NED,SIMBAD,,
664,SN2018how,SN 2018how,,,OSC: SDM,0.05026,15027.74,351.553,-25.74009,35.62177102,0.291291603,,32.258,-70.894,15339.22549,,SN2018how,0.0513,15000,15379.74,339.2,379.7,40.5,,LEDA 3253302,351.553208,-8.446792,-25.739889,0.99,0.0513,15379.7,,,,,630904,351.552917,-25.74,0,0,0,15379,0,0,0,0,0,0,0,15379,-8.447083,0.4212105888,0.7,39.8,40.5,,NED,SIMBAD,,
665,SN2019bak,SN 2019bak,,,OSC: SDM,0.04955,14815.45,153.38299,29.55184,35.24637653,0.447566494,,199.433,55.335,14527.7377,,SN2019bak,0.048593,14214,14568.1814,313.7,354.2,40.4,,WISEA J101331.71+293304.9,153.382333,153.382333,29.551417,2.03,0.04857,14561.3,,,,,721995,153.382492,29.551388,0.28,0.21,17.2,14568,0.94,2.2,14578,201,38,6.8,75,14578,153.382492,2.253899446,16.7,50.3,33.5,,NED,SIMBAD,,
666,SN2019kcx,SN 2019kcx,,,OSC: SDM,0.02602,7779.98,183.54451,-0.84599,33.97093603,0.304688783,,283.667,60.625,7424.554401,,SN2019kcx,0.025,7400,7495,24.6,95.0,70.4,,CGCG 013-107,183.547156,183.547156,-0.83157,52.79,0.02484,7447.0,,,,,520432,183.546661,-0.831389,1.3,0.6,15.4,7417,0,0,0,0,0,0,0,7417,183.546661,53.13080593,30.0,7.6,22.5,,NED,SIMBAD,,
667,SN2020ery,SN 2020ery,,,OSC: SDM,0.02783,8321.17,215.24229,-22.75746,34.58353393,0.294896845,,328.526,35.626,8073.12636,,SN2020ery,0.027,8000,8094.6,73.1,94.6,21.5,,WISEA J142058.41-224523.,215.243375,215.243375,-22.756611,4.20,0.026,7794.8,,,,,540314,215.243332,-22.756666,0.6,0.3,16,7795,0,0,0,0,0,0,0,7795,215.243332,4.487358551,0.2,278.1,278.3,,NED,SIMBAD,,
668,SN2007cp,SN 2007cp,,,OSC: SDM,0.03772,11278.28,190.553,-17.40214,35.59089846,0.279169269,,299.796,45.413,10940.24263,,SN2007cp,0.036595,10971,10971.181,30.8,0.2,30.9,,IC 807,190.5541667,190.5541667,-17.4033333333333,2.72,0.036595,10971.2,,,,,521468,190.552078,-17.40361,0.9,0.8,15.5,10971,0,0,0,0,0,0,0,10971,190.552078,6.167400555,0.2,30.8,30.9,,,SIMBAD,,
669,SN2013dd,SN 2013dd,,,OSC: SDM,0.0525,15697.5,234.02146,13.95192,35.85606051,0.293744413,,22.416,49.482,15563.0701,,SN2013dd,0.05205,15615,15604.59,51.9,10.4,41.5,,WISEA J153604.49+135703.4,234.018717,234.018717,13.950954,10.16,0.05199,15586.6,,,,,737525,234.018753,13.950833,0.37,0.34,16,15605,0,0,0,0,0,0,0,15605,234.018753,10.23531451,18.4,41.9,23.5,,NED,SIMBAD,,
670,SN2013fj,SN 2013fj,,,OSC: SDM,0.03238,9681.62,333.86879,15.56781,34.55984257,0.350219036,,76.684,-32.955,10037.7099,,SN2013fj,0.03357,10029,10064.286,8.7,35.3,26.6,,PGC 68419,333.8708333,-26.12916667,+15.5688888888889,5.59,0.033617,10078.4,,,,,320109,333.869598,15.568889,0.6,0.5,15.3,10064,0.92,2.2,10121,289,55,5.6,75,10121,-26.130402,4.789593912,42.6,83.3,40.7,,,SIMBAD,,
671,SN2013hk,SN 2013hk,,,OSC: SDM,0.01632,4879.68,45.54521,15.92744,33.44122682,0.328451903,,163.189,-36.524,5082.144518,,SN2013hk,0.017,5135,5096.6,52.9,38.4,14.5,,PGC 2816341,45.54583333,45.54583333,+15.9272222222222,0.39,0.017,5096.6,,,,,121398,45.546249,15.927501,0.3,0.28,16.2,5096,0.9,3.2,5068,159,16,5.1,75,5068,45.546249,3.603502993,28.6,14.1,14.5,,,SIMBAD,,
672,SN2020erg,SN 2020erg,,,OSC: SDM,0.0518,15488.2,138.61339,-10.26293,36.08856013,0.374401372,,240.716,25.497,15164.46877,,SN2020erg,0.051,15000,15289.8,164.5,289.8,125.3,,WISEA J091427.17-101552.0,138.613208,138.613208,-10.264389,4.50,0.05072,15205.9,,,,,490779,138.613342,-10.264167,0,0,0,15205,0,0,0,0,0,0,0,15205,138.613342,4.45644501,0.9,40.5,41.4,,NED,SIMBAD,,
673,SN2011hr,SN 2011hr,,,OSC: SDM,0.01397,4177.03,133.69179,39.53781,32.84905357,0.423613614,,182.674,39.945,3971.1901,,SN2011hr,0.013279,3931,3981.0442,40.2,50.0,9.9,,NGC 2691,133.6916667,133.6916667,+39.5388888888889,0.87,0.013392,4014.9,,,,,4664,133.693329,39.538334,1.6,1,13.9,4048,3.9,0,3991,362,0,0,-1,3991,133.693329,4.67065689,23.9,19.8,43.7,,,SIMBAD,,
674,SN2019enu,SN 2019enu,,,OSC: SDM,0.0631,18866.9,168.73574,19.83332,36.24609788,0.350949072,,226.039,66.75,18535.82612,,SN2019enu,0.062,18000,18587.6,535.8,587.6,51.8,,WISEA J111456.53+194959.5,168.73554,168.73554,19.833203,7.80,No NED z,,No SIMBAD galaxy,No S. z,No S. v,,219862,168.735428,19.833334,0.25,0.18,18,18586,0,0,0,0,0,0,0,18586,168.735428,1.057777183,No host z,50.2,No host z,,NED,SIMBAD SN,,Legacy Sky
675,SN2019oml,SN 2019oml,,,OSC: SDM,0.0323,9657.7,45.08448,18.74363,34.51086159,0.373315516,,160.72,-34.502,9861.747635,,SN2019oml,0.032976,9723,9886.2048,138.7,163.2,24.5,,CGCG 463-044,45.083292,45.083292,18.741889,7.28,0.03296,9881.4,,,,,120849,45.082916,18.741667,0.5,0.5,15.5,9903,0.63,0.8,9881,47,2,14.9,52,9881,45.082916,8.852572931,0.4,19.3,19.7,,NED,SIMBAD,,
676,SN2020etg,SN 2020etg,,,OSC: SDM,0.05194,15530.06,129.28882,-1.98586,35.85810337,0.287761901,,227.566,22.339,15241.36946,,SN2020etg,0.051,15000,15289.8,241.4,289.8,48.4,,WISEA J083709.21-015918.3,129.288417,129.288417,-1.98825,8.70,0.05097,15280.8,,,,,480380,129.288345,-1.988333,0,0,0,15282,0,0,0,0,0,0,0,15282,129.288345,9.065342362,1.2,40.6,39.4,,NED,SIMBAD,,
677,SN2018jaz,SN 2018jaz,,,OSC: SDM,0.02384,7128.16,204.83371,34.68881,34.18114687,0.301775525,,72.252,77.261,6911.440366,,SN2018jaz,0.023118,6850.5,6930.7764,60.9,80.3,19.3,,WISEA J133920.11+344116.9,204.833812,204.833812,34.688015,2.68,0.02316,6943.4,,,,,729143,204.833755,34.687778,0.18,0.17,16.1,6931,0,0,0,0,0,0,0,6931,204.833755,3.717587245,12.4,19.6,31.9,,NED,SIMBAD,,
678,SN2004er,SN 2004er,,,SNe II,0.013962993,4174.934907,39.246,-5.35547,32.8341009,0.309727284,,176.751,-56.756,4400.29196,,SN2004er,0.015,4411,4497,10.7,86.0,96.7,,MCG -01-07-24,39.24583333,39.24583333,-5.34944444444444,6.84,0.01475,4422.1,,,,,420158,39.244999,-5.348889,1.4,1,13,4411,4.87,3.3,4422,180,4,12.2,63,4422,39.244999,23.96173736,0.1,21.7,21.8,,,SIMBAD,,
679,SN2004fb,SN 2004fb,,,SNe II,0.019650261,5875.428039,303.85679,-37.50961,33.98244642,0.324640839,,3.826,-32.047,6057.542028,,SN2004fb,0.02,6100,5996,42.5,104.0,61.5,,ESO 340-G7,303.85,-56.15,-37.5116666666667,8.88,0.020347,6100.0,,,,,33208,303.844147,-37.511391,1.4,1.3,14,6100,0,0,0,0,0,0,0,6100,-56.155853,36.66912548,0.0,42.5,42.5,,,SIMBAD,,
680,SN2004fc,SN 2004fc,,,SNe II,0.005153565,1540.915935,27.76604,-9.70192,30.68641685,0.317346629,,164.656,-67.605,1812.372993,,SN2004fc,0.00622,1807,1864.756,5.4,57.8,52.4,,NGC 701,27.7672,27.7672,-9.702,0.55,0.006104,1830.0,,,,,410368,27.765001,-9.702222,2.7,1.3,12.8,1829,17.74,6.4,1830,250,4,14.1,56,1830,27.765001,3.843859218,0.0,17.6,17.6,,,SIMBAD,,
681,SN2004fx,SN 2004fx,,,SNe II,0.008936182,2671.918418,77.79863,-9.39211,32.39089355,0.316435112,,210.029,-26.509,2665.909342,,SN2004fx,0.0089,2658,2668.22,7.9,10.2,2.3,,MCG -02-14-03,77.78333333,77.78333333,-9.39,10.28,0.008906,2670.0,,,,,450026,77.782089,-9.388611,2.8,0.6,0,2658,26.31,11.5,2670,277,3,12.4,68,2670,77.782089,60.08485231,0.0,4.1,4.1,,,SIMBAD,,
682,SN2005J,SN 2005J,,,SNe II,0.015110454,4518.025746,179.61892,10.01922,33.06139248,0.308454361,,264.304,68.82,4170.656979,,SN2005J,0.01388,4188,4161.224,17.3,26.8,9.4,,NGC 4012,179.615,179.615,+10.0215,4.72,0.013953,4183.1,,,,,6960,179.61499,10.020833,2.09,0.5,14.6,4206,6.65,2.5,4183,378,1,30.2,75,4183,179.61499,15.09387749,0.1,12.3,12.5,,,SIMBAD,,
683,SN2005K,SN 2005K,,,SNe II,0.028399647,8491.494453,144.01796,16.763,34.69249263,0.327094173,,215.368,43.817,8182.372044,,SN2005K,0.027,8151,8094.6,31.4,56.4,87.8,,NGC 2923,144.0166667,144.0166667,+16.7602777777778,6.10,0.027353,8200.4,,,,,191256,144.015839,16.760279,0.5,0.3,15.2,8151,1.99,2.3,8197,219,26,12.9,75,8197,144.015839,12.22322384,3.4,14.6,18.1,,,SIMBAD,,
684,SN2005Z,SN 2005Z,,,SNe II,0.020417458,6104.819942,161.28825,22.07731,33.69355973,0.307758992,,215.941,60.933,5782.871938,,SN2005Z,0.019,5766,5696.2,16.9,69.8,86.7,,NGC 3363,161.2875,161.2875,+22.0786111111111,2.13,0.019277,5779.2,,,,,5866,161.289581,22.078611,1.6,0.9,14.7,5766,4.88,2.2,5766,414,15,0,54,5766,161.289581,6.453828984,13.2,16.9,3.6,,,SIMBAD,,
685,SN2005an,SN 2005an,,,SNe II,0.012118384,3623.396816,187.11396,-24.634,32.68187592,0.323958766,,296.306,37.942,3288.294422,,SN2005an,0.011,3302,3297.8,13.7,4.2,9.5,,ESO 506-G11,187.1125,187.1125,-24.6369444444444,2.73,0.010694,3206.1,,,,,28561,187.113754,-24.636389,1.6,0.3,15.3,3302,0,0,0,0,0,0,0,3302,187.113754,8.626777534,95.9,13.7,82.2,,,SIMBAD,,
686,SN2005dk,SN 2005dk,,,SNe II,0.014893637,4453.197463,295.09879,-55.20142,32.97188089,0.311545075,,342.47,-28.823,4542.887791,,SN2005dk,0.0157,4722,4706.86,179.1,15.1,164.0,,IC 4882,295.0958333,295.0958333,-55.1975,5.07,0.015704,4708.1,,,,,32688,295.097076,-55.196945,1,0.8,14.6,0,0,0,0,0,0,0,0,0,295.097076,16.49041509,4708.1,4542.9,165.2,,,SIMBAD,,
687,SN2005dn,SN 2005dn,,,SNe II,0.008982881,2685.881419,302.79888,-48.27653,32.03184352,0.309526837,,351.062,-32.842,2824.870566,,SN2005dn,0.011,3186,3297.8,361.1,111.8,472.9,,NGC 6861F,302.8,-57.2,-48.2761111111111,0.72,0.010627,3186.0,,,,,33124,302.798309,-48.275555,1.7,0.3,15.2,3186,0,0,0,0,0,0,0,3186,-57.201691,3.767196295,0.0,361.1,361.1,,,SIMBAD,,
688,SN2005dt,SN 2005dt,,,SNe II,0.024350179,7280.703521,350.90967,-19.00681,34.00718546,0.338403829,,50.224,-68.275,7613.740835,,SN2005dt,0.026,7677,7794.8,63.3,117.8,181.1,,MCG -03-59-06,350.9083333,-9.091666667,-19.0102777777778,6.91,0.025668,7695.3,,,,,36045,350.9104,-19.010279,2,1.8,14.7,7677,0,0,0,0,0,0,0,7677,-9.0896,12.73317889,18.3,63.3,81.5,,,SIMBAD,,
689,SN2005dw,SN 2005dw,,,SNe II,0.016778274,5016.703926,333.38262,-27.55544,33.35442968,0.320400863,,22.903,-55.083,5311.728558,,SN2005dw,0.018,5287,5396.4,24.7,109.4,84.7,,MCG -05-52-49,333.3791667,-26.62083333,-27.5586111111111,5.97,0.017575,5269.0,,,,,35165,333.377502,-27.558332,1.9,0.5,13.8,5287,0,0,0,0,0,0,0,5287,-26.622498,19.37034743,18.0,24.7,42.7,,,SIMBAD,,
690,SN2005dx,SN 2005dx,,,SNe II,0.026431619,7903.054081,61.12021,-17.90764,34.58502931,0.336161333,,211.705,-44.749,7990.99999,,SN2005dx,0.027,8115,8094.6,124.0,20.4,103.6,,MCG -03-11-09,61.125,61.125,-17.9044444444444,11.35,0.026725,8012.2,,,,,23161,61.119999,-17.905832,2,0.4,15.3,8115,0,0,0,0,0,0,0,8115,61.119999,6.548810775,102.8,124.0,21.2,,,SIMBAD,,
691,SN2005dz,SN 2005dz,,,SNe II,0.017768959,5312.918741,354.65971,5.43814,33.81869409,0.313822993,,91.839,-52.982,5681.319002,,SN2005dz,0.018999,5659,5695.9002,22.3,36.9,14.6,,UGC 12717,354.6541667,-5.345833333,+5.43361111111111,10.23,0.018983,5691.1,,,,,12717,354.652924,5.433333,1.1,1,15.3,5652,3.62,1.8,5691,133,1,19.2,52,5691,-5.347076,29.84827955,0.1,9.7,9.8,,,SIMBAD,,
692,SN2006Y,SN 2006Y,,,SNe II,0.034090251,10192.98505,108.32163,-51.68856,34.83641447,0.312165531,,262.537,-17.774,10042.37895,,SN2006Y,0.0336,10074,10073.28,31.6,0.7,30.9,,[LTS2006] J071317.29-514124.0,108.3208333,108.3208333,-51.6883333333333,5.46,No NED z,,Anon J071317-514,No S. z,No S. v,,470273,108.322083,-51.689445,0.45,0.1,17,10074,0,0,0,0,0,0,0,10074,108.322083,3.34255578,No host z,31.6,No host z,,NED,SIMBAD,,Legacy Sky
693,SN2006ai,SN 2006ai,,,SNe II,0.015467367,4624.742733,112.46733,-84.03903,32.93919838,0.309659922,,296.391,-25.982,4558.243675,,SN2006ai,0.0158,7426,4736.84,2867.8,2689.2,178.6,,ESO 005- G 009,112.480588,112.480588,-84.040504,6.65,No NED z,,ESO 5-9,No S. z,No S. v,,25779,112.481659,-84.040001,1.1,0.9,15.5,0,0,0,0,0,0,0,0,0,112.481659,6.396325011,No host z,4558.2,No host z,,NED,SIMBAD,,Legacy Sky
694,SN2006bc,SN 2006bc,,,SNe II,0.005110202,1527.950398,110.31875,-68.99925,30.14659739,0.566224509,,280.294,-22.599,1415.304901,,SN2006bc,0.0045,1311,1349.1,104.3,38.1,66.2,,NGC 2397,110.3375,110.3375,-69.0019444444444,2.52,0.00452,1355.1,,,,,25661,110.332916,-69.001663,2.7,1.3,12.9,1299,10.6,6.1,1355,324,14,6.8,29,1355,110.332916,20.23500291,0.1,60.3,60.2,,,SIMBAD,,
695,SN2006be,SN 2006be,,,SNe II,0.007481843,2237.071057,236.4125,28.08867,31.77352314,0.311658265,,44.777,51.604,2138.713801,,SN2006be,0.0071,2111,2128.58,27.7,17.6,10.1,,IC 4582,236.4125,236.4125,+28.0886111111111,0.03,-0.000099,-29.7,,,,,10021,236.414581,28.088333,1.4,0.35,14.9,2111,7.07,2.1,2151,294,3,44,75,2151,236.414581,6.719675224,2180.7,12.3,2168.4,,,SIMBAD,,
696,SN2006ee,SN 2006ee,,,SNe II,0.014486689,4331.520011,29.8975,14.00544,32.28367781,0.319677431,,146.937,-45.666,4608.438051,,SN2006ee,0.015,4595,4497,13.4,98.0,111.4,,NGC 774,29.89583333,29.89583333,+14.0083333333333,3.76,0.015326,4594.7,,,,,1469,29.894585,14.008056,2,1.5,14.4,4595,0,0,0,0,0,0,0,4595,29.894585,13.86953473,0.3,13.4,13.7,,,SIMBAD,,
697,SN2006iw,SN 2006iw,,,SNe II,0.029547108,8834.585292,350.33117,0.25975,34.63095736,0.318367949,,80.912,-55.085,9202.731992,,SN2006iw,0.03073,9000,9212.854,202.7,212.9,10.1,,2MASX J23211915+0015329,350.329941,-9.670059,0.259112,4.95,0.03078,9227.8,,,,,729972,350.329987,0.258889,0.33,0.12,16.5,9212,0,0,0,0,0,0,0,9212,-9.670013,5.267307288,15.8,9.3,25.1,,NED,SIMBAD,,
698,SN2006ms,SN 2006ms,,,SNe II,0.014680156,4389.366644,309.5855,-52.11553,33.1965405,0.335969185,,346.505,-37.277,4530.92196,,SN2006ms,0.015,4651,4497,120.1,154.0,33.9,,NGC 6935,309.5833333,-50.41666667,-52.1094444444444,7.60,0.015154,4543.2,,,,,33648,309.59375,-52.109165,3,3,12.8,4631,0,0,0,0,0,0,0,4631,-50.40625,29.28686602,87.8,100.1,12.2,,,SIMBAD,,
699,SN2006qr,SN 2006qr,,,SNe II,0.015484045,4629.729455,129.50479,-9.81836,33.42666098,0.318127636,,234.788,18.393,4338.092372,,SN2006qr,0.01444,4331,4329.112,7.1,1.9,9.0,,MCG -02-22-23,129.5041667,129.5041667,-9.82,1.92,0.014387,4313.2,,,,,480050,129.505005,-9.819445,1.2,0.6,0,4800,4.81,2.4,4313,397,7,11.6,63,4313,129.505005,3.979759998,0.2,25.1,24.9,,,SIMBAD,,
