DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
700,SN2007P,SN 2007P,,,SNe II,0.041929007,12536.77309,149.73504,-18.81983,35.06702476,0.316221457,,255.873,27.888,12191.24682,,SN2007P,0.041,12254,12291.8,62.8,37.8,100.6,,ESO 566-G36,149.7375,149.7375,-18.8183333333333,8.36,0.040775,12224.3,,,,,26744,149.736237,-18.818335,1,0.6,15.7,12224,0,0,0,0,0,0,0,12224,149.736237,6.752987894,0.3,32.8,33.1,,,SIMBAD,,
701,SN2007U,SN 2007U,,,SNe II,0.026001321,7774.394979,76.27971,-18.98886,34.01002676,0.309336055,,219.453,-31.663,7770.24529,,SN2007U,0.026,7801,7794.8,30.8,6.2,24.6,,ESO 552-G65,76.28333333,76.28333333,-18.9877777777778,6.73,0.025988,7791.2,,,,,24007,76.284584,-18.987223,1.6,0.7,15.5,7801,0,0,0,0,0,0,0,7801,76.284584,17.60716596,9.8,30.8,21.0,,,SIMBAD,,
702,SN2007W,SN 2007W,,,SNe II,0.010810812,3232.432788,200.45208,-13.21581,32.4433335,0.316695276,,314.236,48.988,2919.568451,,SN2007W,0.0097,2904,2908.06,15.6,4.1,11.5,,NGC 5105,200.4541667,200.4541667,-13.2069444444444,6.76,0.009683,2903.0,,,,,530120,200.453751,-13.205,2.2,1.6,13,2904,14.28,5.9,2903,215,2,14.8,63,2903,200.453751,39.35419436,0.0,16.6,16.6,,,SIMBAD,,
703,SN2007aa,SN 2007aa,,,SNe II,0.00609088,1821.17312,180.11538,-1.081,30.83795146,0.312015288,,277.386,59.239,1460.32441,,SN2007aa,0.004887,1449,1465.1226,11.3,16.1,4.8,,NGC 4030,180.098,180.098,-1.1001,9.69,0.004863,1457.9,,,,,6993,180.097916,-1.099722,4.2,3.2,12.4,1463,29.18,5.8,1458,334,2,22.3,52,1458,180.097916,92.16240018,0.1,2.3,2.4,,,SIMBAD,,
704,SN2007av,SN 2007av,,,SNe II,0.005810687,1737.395413,158.67988,11.19397,31.5998719,0.320807852,,232.628,54.173,1389.689746,,SN2007av,0.00464,1422,1391.072,32.3,30.9,1.4,,NGC 3279,158.678,158.678,+11.1974,1.32,0.00465,1394.1,,,,,5741,158.678329,11.196667,2.8,0.35,14.1,1422,4.23,1.8,1389,347,4,24.9,75,1389,158.678329,11.14764215,5.1,0.7,4.4,,,SIMBAD,,
705,SN2007hm,SN 2007hm,,,SNe II,0.024153376,7221.859424,314.48112,-7.39003,34.86103863,0.309595736,,41.194,-31.426,7520.475879,,SN2007hm,0.02,6000,5996,1520.5,4.0,1524.5,,WISEA J205755.66-072325.0,314.481896,-45.518104,-7.390269,2.88,0.0251,7525.0,,,,,600755,314.481659,-7.390278,0.8,0.7,16,7540,0,0,0,0,0,0,0,7540,-45.518341,2.121308954,15.0,19.5,4.5,,NED,SIMBAD,,
706,SN2007il,SN 2007il,,,SNe II,0.020444143,6112.798757,21.79062,14.77958,33.77984469,0.310385015,,135.697,-47.205,6420.262383,,SN2007il,0.021,6349,6295.8,71.3,53.2,124.5,,IC 1704,21.7875,21.7875,+14.7758333333333,7.58,0.021495,6444.2,,,,,1027,21.790001,14.776111,1.2,0.8,14.2,6402,6.71,2.5,6441,251,5,37.2,75,6441,21.790001,12.67291679,3.2,20.7,23.9,,,SIMBAD,,
707,SN2007ld,SN 2007ld,,,SNe II,0.024013279,7179.970421,312.37329,0.00389,34.23422614,0.318826614,,47.409,-26.002,7479.250151,,SN2007ld,0.025,9000,7495,1520.7,1505.0,15.7,,SDSS J04929.40+000016.8,312.3725,-47.6275,0.004667,3.96,0.023,6895.4,,,,,300487,312.372528,0.004722,0.3,0.1,18.5,8994,0,0,0,0,0,0,0,8994,-47.627472,4.061572262,2098.6,1514.7,583.9,,NED,SIMBAD,,
708,SN2007oc,SN 2007oc,,,SNe II,0.0045298,1354.4102,344.17404,-36.77286,30.6942028,0.3095472,,4.019,-63.945,1621.72018,,SN2007oc,0.007,2103,2098.6,481.3,4.4,476.9,,NGC 7418A,344.175,-15.825,-36.7725,0.44,0.007012,2102.2,,,,,35788,344.171661,-36.772778,3.6,2,13.8,2050,20.3,0,2102,212,12,0,25,2102,-15.828339,6.86656517,0.2,480.3,480.5,,,SIMBAD,,
709,SN2007od,SN 2007od,,,SNe II,0.004593178,1373.360222,358.95283,18.41522,30.44797773,0.309496146,,104.915,-42.502,1730.648493,,SN2007od,0.00586,1739,1756.828,8.4,17.8,26.2,,UGC 12846,358.9416667,-1.058333333,+18.425,6.48,0.005784,1734.0,,,,,12846,358.942078,18.425833,2,1.8,17,1744,3.05,1.5,1720,66,12,30.3,52,1720,-1.057922,52.99441823,14.0,10.6,3.4,,,SIMBAD,,
710,SN2007sq,SN 2007sq,,,SNe II,0.016468059,4923.949641,131.81721,-20.02433,33.62774431,0.310012523,,244.856,14.401,4629.289683,,SN2007sq,0.0153,4615,4586.94,14.3,28.1,42.3,,MCG -03-23-05,131.8208333,131.8208333,-20.0355555555556,13.61,0.015274,4579.1,,,,,26163,131.818344,-20.035833,4,0.7,0,4634,31.87,9.8,4581,665,7,8.2,63,4581,131.818344,41.58804117,1.9,48.3,50.1,,,SIMBAD,,
711,SN2008M,SN 2008M,,,SNe II,0.007875448,2354.758952,95.422,-59.72928,32.22859885,0.310036528,,268.854,-26.865,2260.264456,,SN2008M,0.0076,2258,2278.48,2.3,20.5,18.2,,ESO 121-G26,95.4125,95.4125,-59.74,6.92,0.007562,2267.1,,,,,25044,95.411247,-59.738888,4.3,3,12.6,2220,43.13,21.3,2265,320,8,10.5,29,2265,95.411247,39.7121605,2.1,4.7,6.8,,,SIMBAD,,
712,SN2008W,SN 2008W,,,SNe II,0.019960475,5968.182025,129.08008,-20.28125,33.70460281,0.310907218,,243.523,12.168,5683.850565,,SN2008W,0.0191,5737,5726.18,53.1,10.8,42.3,,MCG -03-22-07,129.0833333,129.0833333,-20.2852777777778,7.28,0.019203,5757.1,,,,,26096,129.082504,-20.285276,1.1,0.9,0,5757,0,0,0,0,0,0,0,5757,129.082504,16.64521605,0.1,73.1,73.2,,,SIMBAD,,
713,SN2008ag,SN 2008ag,,,SNe II,0.014770218,4416.295182,279.96825,-67.43306,32.45892162,0.311532338,,327.701,-23.819,4427.48692,,SN2008ag,0.0148,4419,4437.04,8.5,18.0,9.6,,IC 4729,279.9916667,279.9916667,-67.4266666666667,12.40,0.014807,4439.1,,,,,32006,279.989136,-67.426109,2.5,2,13.6,4450,12.5,0,4440,82,8,0,39,4440,279.989136,38.19727661,0.9,12.5,11.7,,,SIMBAD,,
714,SN2008bh,SN 2008bh,,,SNe II,0.015363962,4593.824638,130.19229,-4.11928,33.60137344,0.311671819,,230.042,22.014,4300.440697,,SN2008bh,0.0145,4406,4347.1,105.6,58.9,46.7,,NGC 2642,130.1833333,130.1833333,-4.12194444444444,10.30,0.014473,4339.0,,,,,480055,130.184586,-4.121111,2.2,2.1,12.6,4342,6.75,4.7,4339,149,7,12.3,63,4339,130.184586,28.43721722,0.0,38.6,38.6,,,,,
715,SN2008bk,SN 2008bk,,,SNe II,0.001127447,337.106653,359.44792,-32.55667,27.30187385,0.317642154,,4.659,-77.186,617.0433581,,SN2008bk,0.000759,216,227.5482,401.0,11.5,389.5,,NGC 7793,359.4541667,-0.5458333333,-32.59,2.02,0.000757,226.9,,,,,36498,359.456696,-32.591667,14,8,9.7,231,239.84,0,231,194,7,0,2,231,-0.543304,128.7715182,4.1,386.0,390.1,,,SIMBAD,,
716,SN2008br,SN 2008br,,,SNe II,0.009983573,2985.088327,148.78196,-33.13964,32.07959455,0.340531974,,265.495,16.624,2669.286021,,SN2008br,0.0101,3014,3027.98,344.7,14.0,358.7,,IC 2522,148.7875,148.7875,-33.1375,3.94,0.01007,3019.0,,,,,26706,148.787506,-33.137222,4.5,3.6,12.6,3018,43.52,0,3018,331,25,0,2,3018,148.787506,18.84868914,1.0,348.7,349.7,,,,,
717,SN2008bu,SN 2008bu,,,SNe II,0.022292088,6665.334312,251.84604,-20.14672,34.57665437,0.324279815,,359.703,15.87,6612.664489,,SN2008bu,0.0221,6593,6625.58,19.7,32.6,12.9,,ESO 586-G2,251.8541667,251.8541667,-20.1425,14.49,0.022145,6639.1,,,,,31539,251.853729,-20.141666,1.7,0.5,0,6593,9.32,8.1,6639,230,7,11.1,63,6639,251.853729,31.72331404,0.1,26.3,26.4,,,SIMBAD,,
718,SN2008ga,SN 2008ga,,,SNe II,0.015290578,4571.882822,71.35,18.40697,33.05074955,0.327267141,,180.847,-17.299,4626.658559,,SN2008ga,0.015,4500,4497,126.7,3.0,129.7,,2MASX J04452556+1825050,71.356583,71.356583,18.418056,45.78,0.01547,4637.9,,,,,140442,71.356667,18.418055,0.9,0.45,17,0,0.89,3.3,4639,303,3,0,41,4639,71.356667,45.94644655,1.1,12.3,11.2,,NED,SIMBAD,,
719,SN2008gi,SN 2008gi,,,SNe II,0.023693058,7084.224342,41.00138,5.42856,33.58498479,0.312714115,,167.035,-47.571,7309.168201,,SN2008gi,0.0244,7328,7315.12,18.8,12.9,6.0,,CGCG 415-004,41,41,+5.42833333333333,2.53,0.024157,7242.3,,,,,120474,41.001251,5.43,0.7,0.7,14.9,7328,4.34,1.9,7242,149,2,16.5,52,7242,41.001251,5.204574202,0.3,67.2,66.9,,,SIMBAD,,
720,SN2008gr,SN 2008gr,,,SNe II,0.021845113,6531.688787,11.3845,-26.57228,33.85405726,0.309291099,,55.499,-88.571,6813.838979,,SN2008gr,0.0228,6831,6835.44,17.2,4.4,21.6,,IC 1579,11.3875,11.3875,-26.565,13.23,0.022786,6831.2,,,,,20503,11.384167,-26.564722,1.2,0.8,15,6831,0,0,0,0,0,0,0,6831,11.384167,27.22991784,0.2,17.2,17.4,,,SIMBAD,,
721,SN2008hg,SN 2008hg,,,SNe II,0.018175908,5434.596492,25.09329,-28.91808,33.74119733,0.332984957,,225.19,-79.058,5669.933264,,SN2008hg,0.019,5624,5696.2,45.9,72.2,26.3,,IC 1720,25.0875,25.0875,-28.9138888888889,9.47,0.01896,5684.2,,,,,21306,25.087919,-28.913889,1.3,1,13.7,5462,0,0,0,0,0,0,0,5462,25.087919,22.67359964,222.2,207.9,14.3,,,SIMBAD,,
722,SN2008if,SN 2008if,,,SNe II,0.012572031,3759.037269,140.09779,-7.87586,32.82689552,0.308223114,,239.553,28.099,3430.524473,,SN2008if,0.0115,3439,3447.7,8.5,8.7,17.2,,MCG -01-24-10,140.0916667,140.0916667,-7.88166666666667,7.36,0.011475,3440.2,,,,,490064,140.095413,-7.881389,1.8,0.9,13.5,3448,12.9,0,3440,377,22,8.8,36,3440,140.095413,21.63411503,0.2,9.5,9.7,,,SIMBAD,,
723,SN2009N,SN 2009N,,,SNe II,0.004623198,1382.336202,187.78946,-8.04897,30.55554786,0.316747655,,294.269,54.481,1032.907671,,SN2009N,0.003449,1091,1034.0102,58.1,57.0,1.1,,NGC 4487,187.7666667,187.7666667,-8.05388888888889,8.10,0.003456,1036.1,,,,,520068,187.767075,-8.053889,4.5,3.1,11.7,1037,34.3,0,1037,235,30,0,2,1037,187.767075,81.73306412,0.9,4.1,3.2,,,SIMBAD,,
724,SN2009ao,SN 2009ao,,,SNe II,0.01183819,3539.61881,144.53558,9.51686,32.12687146,0.310557407,,224.581,41.225,3213.959115,,SN2009ao,0.0111,3355,3327.78,141.0,27.2,113.8,,NGC 2939,144.5333333,144.5333333,+9.52388888888889,6.23,0.011138,3339.2,,,,,5134,144.532913,9.523055,2.5,0.88,13.5,3344,22.1,2,3339,341,3,99.9,75,3339,144.532913,24.22892175,0.2,125.0,125.2,,,SIMBAD,,
725,SN2009bu,SN 2009bu,,,SNe II,0.011247781,3363.086519,344.00583,-63.69433,32.74655465,0.309643897,,321.939,-48.956,3485.446282,,SN2009bu,0.0117,3443,3507.66,42.4,64.7,22.2,,NGC 7408,343.9833333,-16.01666667,-63.6947222222222,8.88,0.011656,3494.5,,,,,35772,343.983734,-63.694447,1.7,1.4,13.4,3443,5.5,6.5,3496,212,6,4.8,29,3496,-16.016266,35.25386382,1.5,10.6,9.0,,,SIMBAD,,
726,SN2009bz,SN 2009bz,,,SNe II,0.01131783,3384.03117,229.8585,11.05836,32.74000895,0.311670533,,15.39,51.725,3222.158297,,SN2009bz,0.0108,3253,3237.84,30.8,15.2,15.7,,UGC 9814,229.8541667,229.8541667,+11.0544444444444,4.76,0.010807,3239.9,,,,,9814,229.855408,11.054167,1.1,0.4,14.7,3231,4.43,2.4,3232,189,4,30.3,75,3232,229.855408,18.63329866,7.9,9.8,17.8,,,SIMBAD,,
727,SN06kv,SN 2006kv,,,SNe II,0.061999558,18537.86784,0.77775,0.91378,35.86263843,0.381174164,,98.469,-59.643,18897.68689,,SN2006kv,0.056,16000,16788.8,2897.7,788.8,2108.9,,SDSS J000306.65+005449.6,0.77775,0.77775,0.913778,0.01,0.06143,18416.7,,,,,105538,0.7775,0.913889,0.2,0.1,20,18416,0,0,0,0,0,0,0,18416,0.7775,0.9817187614,0.7,481.7,481.0,,NED,SIMBAD,SDSS DR16,Legacy Sky
728,SN07lb,SN 2007lb,,,SNe II,0.037565988,11232.23041,57.28971,-0.73589,34.93693467,0.311229039,,188.761,-39.892,11361.93736,,SN2007lb,0.033,18000,9893.4,6638.1,8106.6,1468.5,,SDSS J034909.44-004408.4,57.289374,57.289374,-0.735677,1.44,0.038,11392.4,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,30.5,,NED,SIMBAD,SDSS DR16,Legacy Sky
729,SN07lj,SN 2007lj,,,SNe II,0.048893825,14619.25368,322.17471,-0.06725,35.61361678,0.336538103,,53.341,-34.362,14950.6377,,SN2007lj,0.04,12000,11992,2950.6,8.0,2958.6,,SDSS J212841.82-000359.5,322.174443,-37.825557,-0.066948,1.44,0.05004,15002.0,,,,,610776,322.174194,-0.067222,0.18,0.12,19,11992,0,0,0,0,0,0,0,11992,-37.825806,1.860331596,3010.0,2958.6,51.4,,NED,SIMBAD,SDSS DR16,Legacy Sky
730,SN07lx,SN 2007lx,,,SNe II,0.055965384,16733.64982,2.91362,-0.47336,35.82679851,0.350440967,,101.578,-61.685,17089.12794,,SN2007lx,0.05682,17160,17034.636,70.9,125.4,54.5,,CGCG 382-031,2.915625,2.915625,-0.474556,8.40,0.05704,17100.6,,,,,401660,2.915833,-0.474444,0.4,0.35,17,17133,0,0,0,0,0,0,0,17133,2.915833,8.870979991,32.4,43.9,11.5,,NED,SIMBAD,SDSS DR16,Legacy Sky
731,SN07nw,SN 2007nw,,,SNe II,0.055531751,16603.99355,311.79737,-1.25722,36.46358591,0.393247515,,45.873,-26.138,16900.03854,,SN2007nw,0.05719,18000,17145.562,1100.0,854.4,245.5,,WISEA J204711.35-011528.9,311.797375,-48.202625,-1.258056,3.00,0.05721,17151.6,,,,,600754,311.797485,-1.258056,0.25,0.18,18,17144,0,0,0,0,0,0,0,17144,-48.202515,3.037927846,7.6,244.0,251.5,,NED,SIMBAD,SDSS DR16,Legacy Sky
732,sn1999em,SN 1999em,,,SNe II,0.002234879,668.228821,70.36267,-2.86256,29.29202938,0.314089916,,199.562,-30.021,714.9266657,,sn1999em,0.002392,710,717.1216,4.9,7.1,2.2,,NGC 1637,70.36666667,70.36666667,-2.85833333333333,0.79,0.002392,717.1,,,,,440323,70.366669,-2.858055,4.3,3.5,11.6,726,77.76,8.9,717,182,1,61.6,70,717,70.366669,21.67403434,0.1,2.1,2.2,,,SIMBAD,,
733,sn1999gi,SN 1999gi,,,SNe II,0.002771918,828.803482,154.56942,41.44117,29.8605987,0.353810482,,178.307,55.632,590.1681953,,sn1999gi,0.001975,588,592.105,2.2,4.1,1.9,,NGC 3184,154.5708333,154.5708333,+41.4244444444444,2.59,0.001941,581.9,,,,,5557,154.570419,41.423611,8.5,7.8,10.4,599,89.79,4.6,582,135,1,99.9,59,582,154.570419,63.269881,0.1,8.2,8.3,,,SIMBAD,,
734,sn2001X,SN 2001X,,,SNe II,0.005490465,1641.649035,230.48104,5.06169,30.63978607,0.315776585,,8.111,47.937,1476.077988,,sn2001X,0.004937,1457,1480.1126,19.1,23.1,4.0,,NGC 5921,230.4833333,230.4833333,+5.07055555555556,3.27,0.004937,1480.1,,,,,9824,230.485428,5.07,5.3,4.6,12.7,1480,31.7,2.8,1480,172,2,99.9,75,1480,230.485428,33.80177947,0.1,3.9,4.0,,,SIMBAD,,
735,sn2001fa,SN 2001fa,,,SNe II,0.016418025,4908.989475,27.09258,11.52622,33.45294228,0.335085935,,144.454,-48.952,5198.092084,,sn2001fa,0.017,5241,5096.6,42.9,144.4,101.5,,NGC 673,27.09166667,27.09166667,+11.5213888888889,6.33,0.017289,5183.2,,,,,1259,27.093332,11.521111,2.3,1.7,13.3,5187,13.11,1.4,5183,322,2,39.6,63,5183,27.093332,18.58270213,0.2,15.1,14.8,,,SIMBAD,,
736,sn2003hf,SN 2003hf,,,SNe II,0.03127497,9351.21603,252.70158,45.4005,34.08602171,0.349277812,,70.846,39.689,9359.400532,,sn2003hf,0.031,9385,9293.8,25.6,91.2,65.6,,UGC 10586,252.7,252.7,+45.4022222222222,4.86,0.031332,9393.3,,,,,10586,252.702087,45.40139,1.5,1.5,15.1,9388,1.82,3.5,9393,70,12,7.9,56,9393,252.702087,3.450794414,0.3,33.6,33.9,,,SIMBAD,,
737,sn2003hl,SN 2003hl,,,SNe II,0.007331739,2192.189961,29.83867,19.00403,31.26548498,0.328940895,,144.398,-41.02,2466.328309,,sn2003hl,0.00825,2454,2473.35,12.3,19.3,7.0,,NGC 0772,29.831583,29.831583,19.007528,27.24,0.00825,2473.4,,,,,1466,29.831667,19.007778,8,5,11.3,2460,68.99,2.6,2459,430,5,99.9,75,2459,29.831667,27.39034918,14.3,7.3,7.0,,NED,,,
738,sn2003iq,SN 2003iq,,,SNe II,0.007021524,2099.435676,29.83317,18.99503,31.70660026,0.315574634,,144.396,-41.03,2373.602085,,sn2003iq,0.00825,2454,2473.35,80.4,19.3,99.7,,NGC 0772,29.831583,29.831583,19.007528,45.30,0.00825,2473.4,,,,,1463,29.807083,18.954445,1.1,0.8,14.2,2543,9.38,1.6,2473,348,3,23.1,52,2473,29.807083,170.9801306,0.3,99.4,99.7,,NED,SIMBAD,,
739,sn2005ay,SN 2005ay,,,SNe II,0.003499087,1046.227013,178.20029,44.10511,30.84160799,0.327817716,,153.914,69.329,817.3615539,,sn2005ay,0.002699,809,809.1602,8.4,0.2,8.2,,NGC 3938,178.206,178.206,+44.1207,5.02,0.002695,808.0,,,,,6856,178.205841,44.119999,5.4,5.1,11,812,68.1,0,812,122,0,0,19,812,178.205841,55.48747068,4.0,5.4,9.4,,,SIMBAD,,
740,sn2005cs,SN 2005cs,,,SNe II,0.002121468,634.318932,202.46992,47.17658,28.21276208,0.34849941,,104.824,68.579,461.0035247,,sn2005cs,0.00137,461,410.726,0.0,50.3,50.3,,NGC 5194,202.4708333,202.4708333,+47.1952777777778,2.20,0.001534,459.9,,,,,8493,202.467911,47.194447,9,7.5,8.8,474,172.97,0,467,195,10,0,2,467,202.467911,64.5087379,7.1,6.0,1.1,,,SIMBAD,,
741,sn2005dq,SN 2005dq,,,SNe II,0.020807728,6221.510672,341.19354,33.46044,34.08971664,0.363494601,,94.664,-22.367,6551.42418,,sn2005dq,0.022,6480,6595.6,71.4,115.6,44.2,,UGC 12177,341.1916667,-18.80833333,+33.4611111111111,2.82,0.021908,6568.0,,,,,12177,341.19043,33.460556,1,1,13.5,6549,5.24,3.3,6553,143,9,12.8,52,6553,-18.80957,9.349774366,15.0,1.6,16.6,,,SIMBAD,,
742,sn2006ee,SN 2006ee,,,SNe II,0.014486689,4331.520011,29.8575,14.00544,32.91165006,0.337802275,,146.937,-45.666,4608.438051,,sn2006ee,0.015,4595,4497,13.4,98.0,111.4,,NGC 774,29.89583333,29.89583333,+14.0083333333333,3.76,0.015326,4594.7,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,13.7,,,SIMBAD,,
743,sn2006ek,SN 2006ek,,,SNe II,0.019243313,5753.750587,331.28846,26.60872,34.13118578,0.344528123,,82.796,-23.021,6089.271284,,sn2006ek,0.02,6088,5996,1.3,92.0,93.3,,MCG +04-52-03,331.2875,-28.7125,+26.6069444444444,3.04,0.020357,6103.0,,,,,320019,331.286682,26.606945,0.7,0.4,15,6069,3.18,2.4,6102,249,31,18.5,75,6102,-28.713318,8.578100352,1.0,12.7,13.8,,,SIMBAD,,
744,sn2008bx,SN 2008bx,,,SNe II,0.008812763,2635.016137,223.6625,42.02292,32.24667018,0.342110153,,71.637,60.825,2510.854656,,sn2008bx,0.0084,2518,2518.32,7.1,0.3,7.5,,MCG +07-31-04,223.6625,223.6625,+42.0236111111111,0.44,0.008399,2518.0,,,,,240937,223.662918,42.023888,0.8,0.6,14.8,2518,11.44,0,2510,0,0,0,-1,2510,223.662918,3.659709135,8.0,0.9,7.2,,,SIMBAD,,
745,sn2008ea,SN 2008ea,,,SNe II,0.013099062,3916.619538,350.09408,27.3195,32.3222223,0.318404269,,99.2,-31.322,4264.278932,,sn2008ea,0.0143,4500,4287.14,235.7,212.9,22.9,,NGC 7624,350.0958333,-9.904166667,+27.3155555555556,4.60,0.01426,4275.1,,,,,12527,350.094177,27.315277,1,0.7,13.7,4351,3.01,2.4,4272,266,19,17.2,75,4272,-9.905823,15.20596551,3.1,7.7,10.9,,,SIMBAD,,
746,sn2008ex,SN 2008ex,,,SNe II,0.012521996,3744.076804,290.1195,30.82833,32.94857365,0.337784727,,63.622,7.88,3935.264403,,sn2008ex,0.0132,3961,3957.36,25.7,3.6,22.1,,UGC 11428,290.1208333,290.1208333,+30.8247222222222,3.80,0.013159,3945.1,,,,,11428,290.119171,30.825279,1.2,1.2,14.5,0,8.24,1.3,3945,196,1,34.6,52,3945,290.119171,11.03058914,0.1,9.7,9.8,,,SIMBAD,,
747,sn2009at,SN 2009at,,,SNe II,0.00557052,1665.58548,206.61117,46.10253,31.88209063,0.397752587,,96.68,68.122,1498.534645,,sn2009at,0.00501,1503,1501.998,4.5,1.0,3.5,,NGC 5301,206.6041667,206.6041667,+46.1072222222222,2.62,0.00503,1508.0,,,,,8711,206.601669,46.106667,4.2,0.8,13,1503,32.27,10.3,1508,307,3,15,63,1508,206.601669,28.0036073,0.0,9.5,9.5,,,,,
748,sn2009js,SN 2009js,,,SNe II,0.004206243,1257.666657,36.45117,18.4905,30.63017479,0.333461053,,152.153,-38.968,1503.659417,,sn2009js,0.005027,1502,1507.0946,1.7,5.1,3.4,,NGC 918,36.4625,36.4625,+18.4961111111111,4.44,0.005033,1508.9,,,,,1888,36.462086,18.496111,3.6,2.1,14.3,1516,22.72,2.5,1510,249,2,99.9,75,1510,36.462086,42.39044761,1.1,6.3,5.2,,,SIMBAD,,
749,sn2010id,SN 2010id,,,SNe II,0.015240544,4556.922656,346.45433,3.52239,33.89368617,0.356450816,,79.098,-50.14,4927.110415,,sn2010id,0.0165,4956,4946.7,28.9,9.3,19.6,,NGC 7483,346.45,-13.55,+3.545,26.92,0.016481,4941.0,,,,,12353,346.451263,3.544722,1.6,0.9,14.3,4930,7.38,2,4941,254,3,18,52,4941,-13.548737,81.14698512,0.0,13.9,13.9,,,SIMBAD,,
750,sn2011cj,SN 2011cj,,,SNe II,0.008158978,2439.534422,218.22421,11.59703,32.01034846,0.313597124,,4.764,61.575,2217.754183,,sn2011cj,0.0074,2234,2218.52,16.2,15.5,0.8,,UGC 9356,218.225,218.225,+11.595,1.24,0.007409,2221.2,,,,,9356,218.222931,11.594722,1.6,0.8,14.3,2234,14.78,2.5,2226,235,2,87.2,75,2226,218.222931,9.45410346,4.8,8.2,3.5,,,SIMBAD,,
751,sn2011ef,SN 2011ef,,,SNe II,0.01215174,3633.37026,352.73758,15.49008,32.68966087,0.329858107,,95.919,-43.12,3999.081955,,sn2011ef,0.0134,4009,4017.32,9.9,8.3,18.2,,UGC 12640,352.7375,-7.2625,+15.4905555555556,0.49,0.013384,4012.5,,,,,12640,352.737091,15.490001,1,0.12,15.6,4009,4.89,2.3,4015,208,5,32.7,75,4015,-7.262909,1.720130528,2.5,15.9,13.4,,,SIMBAD,,
752,sn2012A,SN 2012A,,,SNe II,0.00361917,1082.13183,156.28079,17.15406,29.71927805,0.319871076,,221.657,54.825,750.9180889,,sn2012A,0.00199,830,596.602,79.1,233.4,154.3,,NGC 3239,156.2708333,156.2708333,+17.1636111111111,2.07,0.002367,709.6,,,,,5637,156.275833,17.160555,6,4,13.5,754,60.73,2.5,752,161,3,99.9,75,752,156.275833,28.93884231,42.4,1.1,41.3,,,,,
753,sn2012aw,SN 2012aw,,,SNe II,0.003759267,1124.020833,160.974,11.67164,29.05074858,0.315544564,,233.985,56.337,775.2292395,,sn2012aw,0.002595,771,777.981,4.2,7.0,2.8,,NGC 3351,160.9916667,160.9916667,+11.7036111111111,5.23,0.002598,778.9,,,,,5850,160.98999,11.703333,8.5,5,11.2,779,51.91,3,777,270,2,99.9,75,777,160.98999,127.2605986,1.9,1.8,3.7,,,SIMBAD,,
754,sn2012ck,SN 2012ck,,,SNe II,0.04119183,12316.35717,289.86638,44.24747,35.04150492,0.327579692,,75.839,13.91,12487.04662,,sn2012ck,0.042,12600,12591.6,113.0,8.4,104.6,,LOSS J191927.83+441449.2,289.865958,289.865958,44.247,2.04,No NED z,12600,Anon J191927+4414,0.042951,12600,,290421,289.865845,44.246944,0.2,0.15,18.5,12600,0,0,0,0,0,0,0,12600,289.865845,2.342902282,0.0,113.0,113.0,,NED,SIMBAD,,Legacy Sky
755,sn2012ec,SN 2012ec,,,SNe II,0.004189565,1252.679935,41.4995,-7.57417,30.84813451,0.319216168,,182.474,-56.551,1463.927967,,sn2012ec,0.004693,1414,1406.9614,49.9,7.0,57.0,,NGC 1084,41.5,41.5,-7.57833333333333,1.38,0.004707,1411.2,,,,,420244,41.50042,-7.576667,3.5,2,11.5,1410,67.94,9,1411,301,1,30.6,63,1411,41.50042,9.569974898,0.2,52.9,52.8,,,SIMBAD,,
756,sn2013ab,SN 2013ab,,,SNe II,0.005313676,1588.789124,218.18537,9.88675,30.93175746,0.324149194,,1.93,60.551,1364.186474,,sn2013ab,0.00532,1338,1594.936,26.2,256.9,230.7,,NGC 5669,218.1833333,218.1833333,+9.89138888888889,2.06,0.004563,1368.0,,,,,9353,218.18251,9.891389,4.5,3.3,13.2,1371,38.09,1.9,1368,194,2,99.9,75,1368,218.18251,19.53930087,0.0,3.8,3.8,,,SIMBAD,,
757,sn2013am,SN 2013am,,,SNe II,0.003852665,1151.946835,169.73729,13.06372,29.53756754,0.392800418,,241.39,64.208,803.5870145,,sn2013am,0.002692,775,807.0616,28.6,32.1,3.5,,NGC 3623,169.7333333,169.7333333,+13.0925,6.02,0.002679,803.2,,,,,6328,169.732086,13.092222,9.5,2.3,9.6,806,12.22,1.9,803,493,4,59.6,75,803,169.732086,104.2172958,0.2,0.6,0.4,,,SIMBAD,,
